ID,NAME,SCL_LVL,SCL_TP,BRD_NAME,SCL_TP_DSC,ADD_FULL,POSTAL_CD,MUN,LATITUDE,LONGITUDE
469,WILLIAM BURGESS ELEMENTARY SCHOOL,Elementary,EP,Toronto District School Board,English Public,100 Torrens Ave,M4J 2P5,Toronto and East York,43.69192773,-79.34815773
470,JOYCE PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,26 Joyce Pkwy,M6B 2S9,North York,43.7097754,-79.46375749
471,VRADENBURG JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,50 Vradenberg Dr,M1T 1M6,Scarborough,43.77435087,-79.30828951
472,LUCY MCCORMICK SENIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,2717 Dundas St W,M6P 1Y1,Toronto and East York,43.66464119,-79.46018323
473,SUNNY VIEW JUNIOR and SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,450 Blythwood Rd,M4N 1A9,North York,43.71985236,-79.38734085
474,William G Miller Public School,Elementary,EP,Toronto District School Board,English Public,60 Bennett Rd,M1E 3Y3,Scarborough,43.76851356,-79.16503401
475,TAM O'SHANTER JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,21 King Henry's Blvd,M1T 2V3,Scarborough,43.78508025,-79.29766491
476,MUIRHEAD PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,25 Muirhead Rd,M2J 3W3,North York,43.77889263,-79.33745341
477,SECOND STREET JUNIOR MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,71 Second St,M8V 2X4,Etobicoke,43.60367699,-79.49976953
478,BOYS LEADERSHIP ACADEMY,Elementary,EP,Toronto District School Board,English Public,45 Golfdown Dr,M9W 2H8,Etobicoke,43.7222273,-79.55211379
479,FLEMINGTON PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,10 Flemington Rd,M6A 2N4,North York,43.72013384,-79.44424893
480,KAREN KAIN SCHOOL OF THE ARTS,Elementary,EP,Toronto District School Board,English Public,60 Berl Ave,M8Y 3C7,Etobicoke,43.6311321,-79.50021062
481,BAYCREST PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,145 Baycrest Ave,M6A 1W4,North York,43.72661437,-79.44425476
482,LAWRENCE HEIGHTS MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,50 Highland Hill,M6A 2R1,North York,43.72084084,-79.45108051
483,ALVIN CURLING PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,50 Upper Rouge Trl,M1B 6K4,Scarborough,43.80849215,-79.1906336
484,ST GEORGE'S JUNIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,70 Princess Anne Cres,M9A 2P7,Etobicoke,43.67260908,-79.54171548
485,PARK LANE PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,60 Park Lane Crcl,M3C 2N2,North York,43.72892362,-79.36682006
486,THOMAS L WELLS PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,69 Nightstar Rd,M1X 1V6,Scarborough,43.82437932,-79.22598219
487,MILITARY TRAIL PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,701 Military Trl,M1E 4P6,Scarborough,43.78912411,-79.19712016
488,BROOKSIDE PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,75 Oasis Blvd,M1X 0A3,Scarborough,43.83057174,-79.23360753
489,ISLAND PUBLIC NATURAL SCIENCE SCHOOL,Elementary,EP,Toronto District School Board,English Public,30 Centre Island Pk,M5J 2E9,Toronto and East York,43.61570885,-79.37839136
490,EARL HAIG SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,100 Princess Ave,M2N 3R7,North York,43.76954792,-79.40736675
491,JARVIS COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,495 Jarvis St,M4Y 2G8,Toronto and East York,43.66626079,-79.37803808
492,MALVERN COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,55 Malvern Ave,M4E 3E4,Toronto and East York,43.68292274,-79.29293953
493,DREWRY SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,70 Drewry Ave,M2M 1C8,North York,43.78699008,-79.42121695
494,WOBURN COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,2222 Ellesmere Rd,M1G 3M3,Scarborough,43.77817372,-79.22846178
495,CEDARBRAE COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,550 Markham Rd,M1H 2A2,Scarborough,43.75634951,-79.22592805
496,RIVERDALE COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,1094 Gerrard St E,M4M 2A1,Toronto and East York,43.67005628,-79.33486304
497,HUMBERSIDE COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,280 Quebec Ave,M6P 2V3,Etobicoke,43.65995129,-79.47064606
498,NATIVE LEARNING CENTRE,Secondary,EP,Toronto District School Board,English Public,83 Alexander St,M4Y 1B7,Toronto and East York,43.66360843,-79.37917817
499,L'AMOREAUX COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,2501 Bridletowne Crcl,M1W 2K1,Scarborough,43.80292638,-79.31807698
500,MARC GARNEAU COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,135 Overlea Blvd,M3C 1B3,North York,43.70898428,-79.33497117
501,RUNNYMEDE COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,569 Jane St,M6S 4A3,Etobicoke,43.66354085,-79.48981466
502,WILLOW PARK LINC,Adult,EP,Toronto District School Board,English Public,45 Windover Dr,M1G 1P1,Scarborough,43.76120671,-79.20958173
503,NORTH ALBION COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,2580 Kipling Ave,M9V 3B2,Etobicoke,43.74715016,-79.58514608
504,C W JEFFERYS COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,340 Sentinel Rd,M3J 1T9,North York,43.75768505,-79.50009387
505,PARKDALE COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,209 Jameson Ave,M6K 2Y3,Toronto and East York,43.63966609,-79.43607175
506,DR NORMAN BETHUNE COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,200 Fundy Bay Blvd,M1W 3G1,Scarborough,43.81217076,-79.31943164
507,BLOOR COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,1141 Bloor St W,M6H 1M9,Toronto and East York,43.65956601,-79.43628608
508,VICTORIA STREET LINC,Adult,EP,Toronto District School Board,English Public,74 Victoria St,M5C 2A5,former Toronto,43.65106829,-79.37762971
509,DAVID AND MARY THOMSON COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,2740 Lawrence Ave E,M1P 2S7,Scarborough,43.75361517,-79.25958233
510,FRANK OKE SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,500 Alliance Ave,M6N 2H8,Etobicoke,43.67751242,-79.48875423
511,SUBWAY ACADEMY TWO,Secondary,EP,Toronto District School Board,English Public,64 Baldwin St,M5T 1L4,Toronto and East York,43.65577382,-79.39570834
512,CONTACT ALTERNATIVE SCHOOL,Secondary,EP,Toronto District School Board,English Public,132 St Patrick St,M5T 1V1,Toronto and East York,43.65377431,-79.39039714
513,HARBORD COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,286 Harbord St,M6G 1G5,Toronto and East York,43.66128952,-79.41426662
514,NEWTONBROOK SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,155 Hilda Ave,M2M 1V6,North York,43.79355774,-79.42624584
515,HEYDON PARK SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,70 D'Arcy St,M5T 1K1,Toronto and East York,43.65497319,-79.39453799
516,YORK MEMORIAL COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,2690 Eglinton Ave W,M6M 1T9,Etobicoke,43.69028731,-79.47624307
517,MONARCH PARK COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,1 Hanson St,M4J 1G6,Toronto and East York,43.67928073,-79.32277189
518,SUBWAY ACADEMY ONE,Secondary,EP,Toronto District School Board,English Public,16 Phin Ave,M4J 3T2,Toronto and East York,43.67914883,-79.33663928
519,CENTRAL TORONTO ACADEMY,Secondary,EP,Toronto District School Board,English Public,570 Shaw St,M6G 3L6,Toronto and East York,43.65798705,-79.42200186
520,DANFORTH COLLEGIATE and TECHNICAL INSTITUTE,Secondary,EP,Toronto District School Board,English Public,800 Greenwood Ave,M4J 4B7,Toronto and East York,43.68284732,-79.33409278
521,LESTER B PEARSON COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,150 Tapscott Rd,M1B 2L2,Scarborough,43.80334254,-79.22540187
522,GREENWOOD SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,24 Mountjoy Ave,M4J 1J6,Toronto and East York,43.68079624,-79.33059278
523,ADULT LEARNING CENTRE,Adult,EP,Toronto District School Board,English Public,2944 Danforth Ave,M4C 1M5,Toronto and East York,43.69046417,-79.29302246
524,DANFORTH LINC,Adult,EP,Toronto District School Board,English Public,2944 Danforth Ave,M4C 1M5,East York,43.69046417,-79.29302246
525,A Y JACKSON SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,50 Francine Dr,M2H 2G6,North York,43.80526991,-79.36655854
526,SIR JOHN A MACDONALD COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,2300 Pharmacy Ave,M1W 1H8,Scarborough,43.78708597,-79.32367374
527,THE HANEY CENTRE,Adult,EP,Toronto District School Board,English Public,64 Haney Ave,M6N 2E5,York,43.67312052,-79.49908473
528,JONES AVENUE ADULT CENTRE,Adult,EP,Toronto District School Board,English Public,540 Jones Ave,M4J 3G9,Toronto and East York,43.67719005,-79.33977313
529,WESTERN TECHNICAL COMMERCIAL SCHOOL,Secondary,EP,Toronto District School Board,English Public,125 Evelyn Cres,M6P 3E3,Etobicoke,43.65710007,-79.47458478
530,THE STUDENT SCHOOL,Secondary,EP,Toronto District School Board,English Public,160 Glendonwynne Rd,M6P 0A5,Etobicoke,43.6570501,-79.4741378
531,NORTH TORONTO COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,70 Roehampton Ave,M4P 1R2,Toronto and East York,43.70869646,-79.39670692
532,SCHOOL OF LIFE EXPERIENCE,Secondary,EP,Toronto District School Board,English Public,24 Mountjoy Ave,M4J 1J6,Toronto and East York,43.68079624,-79.33059278
533,STEPHEN LEACOCK COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,2450 Birchmount Rd,M1T 2M5,Scarborough,43.78520344,-79.30085689
534,WEXFORD COLLEGIATE SCHOOL FOR THE ARTS,Secondary,EP,Toronto District School Board,English Public,1176 Pharmacy Ave,M1R 2H7,Scarborough,43.74616817,-79.3067986
535,LEASIDE HIGH SCHOOL,Secondary,EP,Toronto District School Board,English Public,200 Hanna Rd,M4G 3N8,North York,43.71113268,-79.37269734
536,GEORGE HARVEY COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,1700 Keele St,M6M 3W5,Etobicoke,43.68454651,-79.47369919
537,WINSTON CHURCHILL COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,2239 Lawrence Ave E,M1P 2P7,Scarborough,43.74790608,-79.27815014
538,AGINCOURT COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,2621 Midland Ave,M1S 1R6,Scarborough,43.78888245,-79.27891317
539,SPRINGHURST LINC,Adult,EP,Toronto District School Board,English Public,160 Springhurst Ave,M6K 1C2,former Toronto,43.63682924,-79.43707833
540,CENTRAL TECHNICAL SCHOOL,Secondary,EP,Toronto District School Board,English Public,725 Bathurst St,M5S 2R5,Toronto and East York,43.6627127,-79.4098118
541,EASTDALE COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,701 Gerrard St E,M4M 1Y4,Toronto and East York,43.66593515,-79.34882214
542,EAST YORK COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,650 Cosburn Ave,M4C 2V2,Toronto and East York,43.69451732,-79.32735655
543,WESTON COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,100 Pine St,M9N 2Y9,Etobicoke,43.7038249,-79.50942503
544,LAWRENCE PARK COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,125 Chatsworth Dr,M4R 1S1,North York,43.7222313,-79.41044232
545,KIPLING COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,380 The Westway,M9R 1H4,Etobicoke,43.6852967,-79.56235702
546,WEST HUMBER COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,1675 Martin Grove Rd,M9V 3S3,Etobicoke,43.73093099,-79.5867087
547,R H KING ACADEMY,Secondary,EP,Toronto District School Board,English Public,3800 St Clair Ave E,M1M 1V3,Scarborough,43.72263094,-79.23745323
548,OASIS ALTERNATIVE SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,20 Brant St,M5V 2M1,Toronto and East York,43.64573061,-79.39822582
549,OAKWOOD COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,991 St Clair Ave W,M6E 1A3,Etobicoke,43.67866447,-79.43638226
550,CENTERPOINT LINC,Adult,EP,Toronto District School Board,English Public,6464 Yonge St,M2M 3X4,North York,43.79585121,-79.42238277
551,URSULA FRANKLIN ACADEMY,Secondary,EP,Toronto District School Board,English Public,146 Glendonwynne Rd,M6P 3J7,Toronto and East York,43.65652234,-79.47443065
552,NORTHERN SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,851 Mount Pleasant Rd,M4P 2L5,Toronto and East York,43.71054569,-79.39016754
553,GEORGES VANIER SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,3000 Don Mills Rd E,M2J 3B6,North York,43.78429229,-79.35049619
554,WEST END ALTERNATIVE SCHOOL,Secondary,EP,Toronto District School Board,English Public,777 Bloor St W,M6G 1L6,Toronto and East York,43.66242998,-79.41983402
555,INGLENOOK COMMUNITY SCHOOL,Secondary,EP,Toronto District School Board,English Public,19 Sackville St,M5A 3E1,Toronto and East York,43.65398387,-79.35940395
556,BENDALE BUSINESS AND TECHNICAL INSTITUTE,Secondary,EP,Toronto District School Board,English Public,1555 Midland Ave,M1P 3C1,Scarborough,43.75534836,-79.26474629
557,SATEC @ W A PORTER COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,40 Fairfax Cres,M1L 1Z9,Scarborough,43.71659346,-79.28726952
558,HARDINGTON LINC,Adult,EP,Toronto District School Board,English Public,1780 Lawrence Ave W,M6L 1C7,Etobicoke,43.70406532,-79.49935278
559,BICKFORD CENTRE,Adult,EP,Toronto District School Board,English Public,777 Bloor St W,M6G 1L6,former Toronto,43.66242998,-79.41983402
560,SCHOOL OF EXPERIENTIAL EDUCATION,Secondary,EP,Toronto District School Board,English Public,40 McArthur St,M9P 3M7,Etobicoke,43.70164361,-79.54639426
561,FOREST HILL COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,730 Eglinton Ave W,M5N 1B9,Toronto and East York,43.70306685,-79.42134603
562,NORTH WEST YEAR ROUND ALTERNATIVE CENTRE,Secondary,EP,Toronto District School Board,English Public,425 Patricia Ave,M2R 2N1,North York,43.78457409,-79.44100951
563,KENTON LEARNING CENTRE LINC,Adult,EP,Toronto District School Board,English Public,34 Kenton Dr,M2R 2H8,North York,43.7795492,-79.44005722
564,VICTORIA PARK COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,15 Wallingford Rd,M3A 2V1,North York,43.75605933,-79.32146443
565,ALBION LINC,Adult,EP,Toronto District School Board,English Public,1530 Albion Rd,M9V 1B4,Etobicoke,43.74177113,-79.58460544
566,ROSEDALE HEIGHTS SCHOOL OF THE ARTS,Secondary,EP,Toronto District School Board,English Public,711 Bloor St E,M4W 1J4,Toronto and East York,43.67394825,-79.36601957
567,NORTHVIEW HEIGHTS SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,550 Finch Ave W,M2R 1N6,North York,43.77442921,-79.44632478
568,SCARBOROUGH CENTRE FOR ALTERNATIVE STUDIES (S.C.A.S.),Secondary,EP,Toronto District School Board,English Public,720 Midland Ave,M1K 4C9,Scarborough,43.72810967,-79.25669186
569,DELPHI SECONDARY ALTERNATIVE SCHOOL,Secondary,EP,Toronto District School Board,English Public,109A Chartland Blvd S,M1S 2R7,Scarborough,43.8000163,-79.27843945
570,SIR WILLIAM OSLER HIGH SCHOOL,Secondary,EP,Toronto District School Board,English Public,1050 Huntingwood Dr,M1S 3H5,Scarborough,43.7975751,-79.28740455
571,WESTVIEW CENTENNIAL SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,755 Oakdale Rd,M3N 1W7,Etobicoke,43.75239763,-79.52509054
572,DON MILLS COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,15 The Donway E,M3C 1X6,North York,43.73596788,-79.33928038
573,YORK HUMBER HIGH SCHOOL,Secondary,EP,Toronto District School Board,English Public,100 Emmett Ave,M6M 2E6,Etobicoke,43.688012,-79.50523027
574,SOUTH EAST YEAR ROUND ALTERNATIVE CENTRE,Secondary,EP,Toronto District School Board,English Public,720 Midland Ave,M1K 4C9,Scarborough,43.72810967,-79.25669186
575,SEED ALTERNATIVE SCHOOL,Secondary,EP,Toronto District School Board,English Public,885 Dundas St E,M4M 1R4,former Toronto,43.66227211,-79.350375
576,BIRCHMOUNT PARK COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,3663 Danforth Ave,M1N 2G2,Scarborough,43.69776162,-79.25945772
577,SCARLETT HEIGHTS ENTREPRENEURIAL ACADEMY,Secondary,EP,Toronto District School Board,English Public,15 Trehorne Dr,M9P 1N8,Etobicoke,43.68964534,-79.53131053
578,CUMMER LINC,Adult,EP,Toronto District School Board,English Public,500 Cummer Ave,M2M 2G5,North York,43.79263416,-79.39493879
579,EAST YORK ALTERNATIVE SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,670 Cosburn Ave,M4C 2V2,Toronto and East York,43.69499994,-79.32529886
580,ETOBICOKE COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,86 Montgomery Rd,M9A 3N5,Etobicoke,43.65009278,-79.52229949
581,WILLOWDALE LINC,Adult,EP,Toronto District School Board,English Public,250 Sheppard Ave E,M2N 6M9,North York,43.76429426,-79.40019159
582,CITY ADULT LEARNING CENTRE,Secondary,EP,Toronto District School Board,English Public,1 Danforth Ave,M4K 1M8,Toronto and East York,43.67491945,-79.3600608
583,YORK MILLS COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,490 York Mills Rd,M3B 1W6,North York,43.75153765,-79.37352713
584,DOWNSVIEW SECONDARY SCHOOL,Secondary,EP,Toronto District School Board,English Public,7 Hawksdale Rd,M3K 1W3,North York,43.73040434,-79.47966088
585,CALC Secondary School,Secondary,EP,Toronto District School Board,English Public,1 Danforth Ave,M4K 1M8,Toronto and East York,43.674685,-79.360284
586,MAPLEWOOD HIGH SCHOOL,Secondary,EP,Toronto District School Board,English Public,120 Galloway Rd,M1E 1W7,Scarborough,43.75890646,-79.19489782
587,SIR OLIVER MOWAT COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,5400 Lawrence Ave E,M1C 2C6,Scarborough,43.77931055,-79.14224148
588,FINCH LINC,Adult,EP,Toronto District School Board,English Public,1315 Finch Ave W,M3J 2G6,North York,43.76353016,-79.48922673
589,OVERFLOW CENTRE,Adult,EP,Toronto District School Board,English Public,1641 Pharmacy Ave,M1R 2L2,Scarborough,43.76738589,-79.31300583
590,Parkview Alternative School,Secondary,EP,Toronto District School Board,English Public,1641 Pharmacy Ave,M1R2L2,Scarborough,43.767341,-79.312986
591,ALTERNATIVE SCARBOROUGH EDUCATION ONE,Secondary,EP,Toronto District School Board,English Public,60 Brimorton Dr,M1P 3Z1,Scarborough,43.76665386,-79.25479948
592,EMERY COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,3395 Weston Rd,M9M 2V9,Etobicoke,43.74872271,-79.53955698
593,RICHVIEW COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,1738 Islington Ave,M9A 3N2,Etobicoke,43.67887721,-79.53891566
594,ELLESMERE LINC,Adult,EP,Toronto District School Board,English Public,1240 Ellesmere Rd,M1P 2X4,Scarborough,43.76932405,-79.26725934
595,WILLIAM LYON MACKENZIE COLLEGIATE INSTITUTE,Secondary,EP,Toronto District School Board,English Public,20 Tillplain Rd,M3H 5R2,North York,43.75347956,-79.46189742
